date,market_cap,total_volume
2015-08-21,3815183104,96800231.85
2015-08-22,3761094411,151385031.7
2015-08-23,3723694007,115829657.7
2015-08-24,3454660266,238827391.1
2015-08-25,3610249459,366191889.5
2015-08-26,3682717003,278566334.6
2015-08-27,3646274183,116246884.9
2015-08-28,3774469618,196176189
2015-08-29,3737134837,107344849.2
2015-08-30,3739840123,100433727.5
2015-08-31,3765624543,103672485.8
2015-09-01,3719917970,97789095.01
2015-09-02,3737314523,89221817.74
2015-09-03,3691520497,87664765.45
2015-09-04,3743756187,103206750.2
2015-09-05,3841024956,140155168
2015-09-06,3912402830,190152647.9
2015-09-07,3932758146,114996848.9
2015-09-08,3975035086,145494789.3
2015-09-09,3884127445,116526876.1
2015-09-10,3896517827,90585063.19
2015-09-11,3941315243,78278839.12
2015-09-12,3856177290,72098807.77
2015-09-13,3800292606,80223697.95
2015-09-14,3761674552,82120268.83
2015-09-15,3767235683,80085689.42
2015-09-16,3736658860,72981497.78
2015-09-17,3803705440,95923391.52
2015-09-18,3806737665,144033508.8
2015-09-19,3785855918,79984063.9
2015-09-20,3781091437,72064335.58
2015-09-21,3705890636,79425638.49
2015-09-22,3756578777,126262823.6
2015-09-23,3740946334,96714523.67
2015-09-24,3805516894,175667080.4
2015-09-25,3819111646,157672054.9
2015-09-26,3806917832,113588006.3
2015-09-27,3783668527,88465408.97
2015-09-28,3880475278,332874095.8
2015-09-29,3824574671,242653465.5
2015-09-30,3806180260,127032681.6
2015-10-01,3830418531,117542961.1
2015-10-02,3835967019,115673080.1
2015-10-03,3852945068,101201874.5
2015-10-04,3837777647,113991453.7
2015-10-05,3856897780,136758815.8
2015-10-06,3965621391,191295879.7
2015-10-07,3918030214,182456795.2
2015-10-08,3913350417,130277622.3
2015-10-09,3935215158,152590445.2
2015-10-10,3942090967,128160969.5
2015-10-11,3976211996,109604448.3
2015-10-12,3945496598,161161893.8
2015-10-13,4004525231,232033353.2
2015-10-14,4071759033,407406999
2015-10-15,4097331461,259659325.4
2015-10-16,4212622763,385300861.5
2015-10-17,4324260692,340424466
2015-10-18,4196135329,150513887.4
2015-10-19,4229054143,250031933.7
2015-10-20,4311077423,342518387.6
2015-10-21,4261681954,230258434.7
2015-10-22,4362244852,236906338.9
2015-10-23,4417698969,149543134.7
2015-10-24,4499128822,179689502.8
2015-10-25,4523316513,367029524.9
2015-10-26,4538642133,241951023.5
2015-10-27,4676822116,349183013.2
2015-10-28,4809365919,405400376.6
2015-10-29,4998248719,686534508.7
2015-10-30,5187861481,1204237579
2015-10-31,4967211354,530671345.2
2015-11-01,5175568562,737427678.2
2015-11-02,5577912032,822824540.3
2015-11-03,6309171359,1379465300
2015-11-04,6363539449,1365070942
2015-11-05,6092325329,1202914497
2015-11-06,5864414885,998173984.8
2015-11-07,6083827438,569943368.8
2015-11-08,5844252514,328056472.9
2015-11-09,5979564004,545316146.8
2015-11-10,5312615151,743227502
2015-11-11,4840552387,647066102.4
2015-11-12,5344504713,629874588.6
2015-11-13,5332961002,474819162.3
2015-11-14,5238892406,160282712.1
2015-11-15,5065258606,272295767.5
2015-11-16,5234277006,268059208.2
2015-11-17,5294529600,269233494.6
2015-11-18,5302098605,207932493
2015-11-19,5149803404,234976188.6
2015-11-20,5088429377,150255213.1
2015-11-21,5147553833,221239983.6
2015-11-22,5121957577,180923132.1
2015-11-23,5116230511,202643222.7
2015-11-24,5072347249,118795863.2
2015-11-25,5207448992,789057552.1
2015-11-26,5640222234,1564652441
2015-11-27,5679246113,1025447078
2015-11-28,5634274746,694454516.2
2015-11-29,5872909978,1014330728
2015-11-30,5970730332,1575695025
2015-12-01,5738630684,694051309.2
2015-12-02,5670569774,1359556716
2015-12-03,5709157896,1314682295
2015-12-04,5754813367,1161225463
2015-12-05,6196422599,1627178507
2015-12-06,6249734053,1805407919
2015-12-07,6267402274,1588765098
2015-12-08,6593070914,1188644972
2015-12-09,6721401965,1858452252
2015-12-10,6716890629,1482336557
2015-12-11,7255843477,1926430692
2015-12-12,6984890666,2085053899
2015-12-13,7012327839,1682820937
2015-12-14,7091103484,1674325040
2015-12-15,7391754236,1908389639
2015-12-16,7223840018,1169755246
2015-12-17,7263892653,1450632169
2015-12-18,7367176742,1204899277
2015-12-19,7338125870,599542438.6
2015-12-20,7012872893,1242042006
2015-12-21,6962458322,1522191514
2015-12-22,6935741298,1350499503
2015-12-23,7039679397,1166122739
2015-12-24,7215982861,1640318672
2015-12-25,7247662810,1196880304
2015-12-26,6650823223,2058762835
2015-12-27,6763856046,1560102144
2015-12-28,6715362956,1458616524
2015-12-29,6898407706,1350422963
2015-12-30,6818260015,1288720726
2015-12-31,6879550294,1422652853
2016-01-01,6927432088,1505192998
2016-01-02,6933517526,864798962.8
2016-01-03,6869016071,1076050202
2016-01-04,6920645481,1098201806
2016-01-05,6902719668,836297139.7
2016-01-06,6891654159,899960221.3
2016-01-07,7275238001,1893761432
2016-01-08,7249965853,1662853345
2016-01-09,7164672884,1198678202
2016-01-10,7141958899,1465794680
2016-01-11,7159617830,1273321394
2016-01-12,7121281789,975998005.8
2016-01-13,6911212156,1735398827
2016-01-14,6860864163,1333263677
2016-01-15,5880038134,1715762749
2016-01-16,6162991120,1990220466
2016-01-17,6189256136,1592544629
2016-01-18,6178591327,1461877377
2016-01-19,6081450780,1222494490
2016-01-20,6712726375,1873912401
2016-01-21,6538414530,1693050869
2016-01-22,6062764280,1798475278
2016-01-23,6256070735,901750623.9
2016-01-24,6466258403,1570140182
2016-01-25,6301430399,1427583443
2016-01-26,6331029279,1343719493
2016-01-27,6377249435,1208183275
2016-01-28,6165255413,1306349314
2016-01-29,6177241045,1537958157
2016-01-30,6132284150,1013170054
2016-01-31,5931569760,879490064.3
2016-02-01,6042612849,1136013584
2016-02-02,6079323806,755227973
2016-02-03,6012326884,776387403.7
2016-02-04,6332357034,1221974359
2016-02-05,6303729939,1188944545
2016-02-06,6160295402,1058329963
2016-02-07,6185164230,626589837.1
2016-02-08,6107841403,612858436.3
2016-02-09,6144672443,531694064.3
2016-02-10,6239387287,897729948.1
2016-02-11,6192056974,582142696
2016-02-12,6293167178,714857358.7
2016-02-13,6423737737,820029704.4
2016-02-14,6644798219,1449261732
2016-02-15,6575328433,1523298195
2016-02-16,6689185543,1200157512
2016-02-17,6829361006,1403628479
2016-02-18,6894699017,1578563615
2016-02-19,6876169147,720872498.5
2016-02-20,7221328975,1638827912
2016-02-21,7179779559,1830563820
2016-02-22,7170189144,1334837033
2016-02-23,6894451867,1685257243
2016-02-24,6943389743,1609580442
2016-02-25,6940908641,1577526558
2016-02-26,7004514432,220448397.8
2016-02-27,7082317923,769747223.1
2016-02-28,7091219942,739259855.7
2016-02-29,7155134384,2083630225
2016-03-01,7072152233,2644658961
2016-03-02,6968016018,2054161593
2016-03-03,6908299551,2826915335
2016-03-04,6743236534,2542725157
2016-03-05,6548378656,2962590048
2016-03-06,6664413461,2673899779
2016-03-07,6808030786,2489781731
2016-03-08,6780031802,1944870235
2016-03-09,6795328807,1794401091
2016-03-10,6868709569,2244185618
2016-03-11,6943838626,2609536475
2016-03-12,6805740719,2453399500
2016-03-13,6832774601,1985329519
2016-03-14,6861373810,1931585580
2016-03-15,6871014996,2244061026
2016-03-16,6893836852,1971516608
2016-03-17,6923266214,1840095461
2016-03-18,6756731936,2639399257
2016-03-19,6732057425,1909256163
2016-03-20,6812073109,1554336915
2016-03-21,6804130404,2352663341
2016-03-22,6889862301,2159299401
2016-03-23,6929066837,2105181245
2016-03-24,6877276180,2145334876
2016-03-25,6897496384,2009777983
2016-03-26,6909029376,1726502384
2016-03-27,7043637796,2520766814
2016-03-28,6989055415,2289047861
2016-03-29,6883313648,2892448679
2016-03-30,6825932259,2526956758
2016-03-31,6873179722,1571036965
2016-04-01,6897182296,539074989.6
2016-04-02,6947906502,770723944.7
2016-04-03,6923682491,520675265.2
2016-04-04,6946368761,648421066.8
2016-04-05,6996075784,617292424.6
2016-04-06,6976009627,598933483.4
2016-04-07,6952061982,695748099.9
2016-04-08,6906102994,860433075.1
2016-04-09,6856514917,939685613.9
2016-04-10,6920888316,588802387.9
2016-04-11,6950045462,800221855.3
2016-04-12,7004687958,1330854365
2016-04-13,6970930796,892748347.8
2016-04-14,7003051734,702605788.9
2016-04-15,7083277361,991284715
2016-04-16,7108804295,867697276.1
2016-04-17,7064952668,630759795.8
2016-04-18,7091905206,642110997
2016-04-19,7223587032,795890811.7
2016-04-20,7316940141,1279284621
2016-04-21,7469434701,1561022931
2016-04-22,7409617594,1446976350
2016-04-23,7483789799,971490786.6
2016-04-24,7619990779,2139737822
2016-04-25,7632076507,1879296861
2016-04-26,7755454477,2105766158
2016-04-27,7383765397,2532498021
2016-04-28,7451077800,2641657863
2016-04-29,7568006376,967016913.5
2016-04-30,7431073475,693617440.4
2016-05-01,7508601113,719442817.8
2016-05-02,7381181278,1053379220
2016-05-03,7470399659,745778687.1
2016-05-04,7414685833,757737788.8
2016-05-05,7439449307,773915000
2016-05-06,7648905704,1159842910
2016-05-07,7622049468,934255129.3
2016-05-08,7620117026,1014848414
2016-05-09,7665848948,1346183361
2016-05-10,7472805517,1692888864
2016-05-11,7504719514,1096556390
2016-05-12,7545944704,1106789342
2016-05-13,7572831225,889438771
2016-05-14,7569904129,1014414110
2016-05-15,7610818227,999963493.2
2016-05-16,7564162791,1153829841
2016-05-17,7524831522,820922165.9
2016-05-18,7543876816,696644247.1
2016-05-19,7341702369,1094857572
2016-05-20,7371415137,996991577.8
2016-05-21,7395971570,728022460.5
2016-05-22,7322626599,730441807.6
2016-05-23,7397063369,684064413
2016-05-24,7441014700,727162536.1
2016-05-25,7491603411,943002738.8
2016-05-26,7571156423,1254158021
2016-05-27,7898913056,2102254075
2016-05-28,8752850336,3574931564
2016-05-29,8691957987,3203652109
2016-05-30,8857534358,1658056635
2016-05-31,8815530775,1456154777
2016-06-01,8945759127,1409073713
2016-06-02,8939996617,1066241428
2016-06-03,9443042436,1432559480
2016-06-04,9493805328,1509608613
2016-06-05,9503733296,1388035738
2016-06-06,9686868956,1359733855
2016-06-07,9564273014,1583247445
2016-06-08,9649060065,947851788.1
2016-06-09,9567429633,877073524
2016-06-10,9598314909,1106045461
2016-06-11,9895784945,1018878476
2016-06-12,11073002518,3348727974
2016-06-13,11591546857,2724914519
2016-06-14,11347905229,1968262632
2016-06-15,11462523553,1657429189
2016-06-16,12617068748,3110322471
2016-06-17,12356632246,3304981395
2016-06-18,12473264807,2602150620
2016-06-19,12599672364,2160945035
2016-06-20,12112019204,1820167134
2016-06-21,10984369615,3597461270
2016-06-22,9793926225,3007728585
2016-06-23,10291912897,3923814389
2016-06-24,10911132547,3805640726
2016-06-25,10983800592,3117933537
2016-06-26,10402477737,2895152183
2016-06-27,10713959830,2585075083
2016-06-28,10703674788,2197442482
2016-06-29,10553141076,1926611570
2016-06-30,11093478012,2003646158
2016-07-01,11207740184,2083117427
2016-07-02,11449378685,1874388665
2016-07-03,10998201240,2923343651
2016-07-04,11247589355,2527126310
2016-07-05,11059224045,2183952102
2016-07-06,11196319971,1866914024
2016-07-07,10590917990,3134257982
2016-07-08,11039876752,2111668338
2016-07-09,10863257184,2528897586
2016-07-10,10810676579,1482470944
2016-07-11,10822063800,1392381939
2016-07-12,11313290872,1474288706
2016-07-13,11227221833,1238747904
2016-07-14,11219335688,1196600255
2016-07-15,11325762128,1205205999
2016-07-16,11267859460,743700087.8
2016-07-17,11502680783,1086778071
2016-07-18,11383600776,1133106376
2016-07-19,11531440267,899349316.2
2016-07-20,11486714498,857895782.6
2016-07-21,11331966638,801294237.1
2016-07-22,11098203997,972209744.3
2016-07-23,11174407692,976838821
2016-07-24,11277953528,777869641.1
2016-07-25,11156839165,693522707.7
2016-07-26,11048438441,944382817.7
2016-07-27,11115535936,911957308.5
2016-07-28,11113368622,714248641.7
2016-07-29,11102331268,717963353
2016-07-30,11085772318,560473779.6
2016-07-31,10582035800,1258015639
2016-08-01,10272988731,1294617628
2016-08-02,8844590397,2348701210
2016-08-03,9657634981,3064562626
2016-08-04,9808261217,1896647273
2016-08-05,9824097812,837372715.2
2016-08-06,10015851967,926611585.8
2016-08-07,10103615308,1298673560
2016-08-08,10053543846,879805323.4
2016-08-09,9949363063,902772192.7
2016-08-10,10038906885,984389838.1
2016-08-11,9978937811,522930279.7
2016-08-12,9961520164,522184239.5
2016-08-13,9936384980,694815671.4
2016-08-14,9717253685,957790513.1
2016-08-15,9662732702,864338162.5
2016-08-16,9823578848,865890820.7
2016-08-17,9731108953,626581165.8
2016-08-18,9749213899,556104690.5
2016-08-19,9768036913,493631187.2
2016-08-20,9897719902,564790062.9
2016-08-21,9875746731,501081987.7
2016-08-22,9943567306,494323598.3
2016-08-23,9882181518,1167090548
2016-08-24,9814083448,756576851.5
2016-08-25,9760742963,716541489.6
2016-08-26,9792259845,552942253.2
2016-08-27,9627567879,664243973.1
2016-08-28,9694875486,513621833.9
2016-08-29,9716034278,588392603.6
2016-08-30,9758646137,706920925.7
2016-08-31,9687699118,494024138
2016-09-01,9671089054,586432038.8
2016-09-02,9710763102,539970898.9
2016-09-03,10069379659,797215642.5
2016-09-04,10274519577,1310562236
2016-09-05,10238733660,880761912.1
2016-09-06,10297020106,775917331.3
2016-09-07,10358317200,802684017
2016-09-08,10525565101,1916544378
2016-09-09,10464470841,1017941066
2016-09-10,10497007997,722948398.8
2016-09-11,10198967992,1510384029
2016-09-12,10213655738,1176118015
2016-09-13,10222923382,896864739.4
2016-09-14,10255941231,726298887.5
2016-09-15,10284363099,749322012.9
2016-09-16,10269870426,640868160
2016-09-17,10240694131,672860995.8
2016-09-18,10289686451,1440509053
2016-09-19,10282036693,1397213044
2016-09-20,10260554655,1038562455
2016-09-21,10065947235,1742028757
2016-09-22,10064645513,1090712488
2016-09-23,10195434902,1603885898
2016-09-24,10210528567,1242257540
2016-09-25,10201371809,1180453866
2016-09-26,10311301080,2083853860
2016-09-27,10288021748,1654275075
2016-09-28,10304067993,1135771217
2016-09-29,10322760274,1434303696
2016-09-30,10373827962,1345598332
2016-10-01,10435329924,1807545593
2016-10-02,10377137003,1100877294
2016-10-03,10405070706,821336257.1
2016-10-04,10345413117,900283979.8
2016-10-05,10371152486,1016360062
2016-10-06,10356355170,784283891.3
2016-10-07,10437156938,1194253062
2016-10-08,10441845139,881845758.8
2016-10-09,10411964128,1001699911
2016-10-10,10417987613,1396430453
2016-10-11,10847856876,3203250460
2016-10-12,10756797874,2598348393
2016-10-13,10750437030,2357012124
2016-10-14,10832905059,1843615788
2016-10-15,10788578944,1786637216
2016-10-16,10833182437,1598070334
2016-10-17,10785038355,1341073294
2016-10-18,10759382960,2182747786
2016-10-19,10655590828,2103124963
2016-10-20,10680698634,1912361880
2016-10-21,10697659682,1426902147
2016-10-22,11051232889,3840316488
2016-10-23,11021543162,3924754879
2016-10-24,10996061177,3409325552
2016-10-25,11047315809,2674509454
2016-10-26,11375034537,5158346735
2016-10-27,11526655004,5400608198
2016-10-28,11593733345,5429490210
2016-10-29,12005401000,7274394413
2016-10-30,11728475983,6111006772
2016-10-31,11756392322,7080942889
2016-11-01,12246040014,6212202048
2016-11-02,12329300320,4750133465
2016-11-03,11541922097,11057682212
2016-11-04,11814669850,6258784359
2016-11-05,11867284562,2287896117
2016-11-06,11995786488,2888086351
2016-11-07,11891332802,3455733860
2016-11-08,11935172057,3180406921
2016-11-09,12129234961,4569193575
2016-11-10,12005084860,3397613677
2016-11-11,12037433142,3688060785
2016-11-12,11843986473,6464242227
2016-11-13,11834559296,4195183252
2016-11-14,11888308553,5549865798
2016-11-15,11987426523,7915223441
2016-11-16,12446017105,10475715620
2016-11-17,12400519065,5942994622
2016-11-18,12565752163,4327052121
2016-11-19,12601140343,3568784686
2016-11-20,12239186025,5501282374
2016-11-21,12369304274,3387964594
2016-11-22,12552248117,3531518581
2016-11-23,12425549348,3985683893
2016-11-24,12359372935,4031593597
2016-11-25,12387034469,2690617237
2016-11-26,12308387567,2668414244
2016-11-27,12242973526,2873486064
2016-11-28,12295691129,2629406448
2016-11-29,12287218933,2075438633
2016-11-30,12454256523,4649960331
2016-12-01,12627512615,5701355613
2016-12-02,12922996041,4912688728
2016-12-03,12827746472,3027533132
2016-12-04,12852343634,3713617917
2016-12-05,12611808832,4075982837
2016-12-06,12730861758,3626596624
2016-12-07,12829162963,2892985958
2016-12-08,12921842246,3052105162
2016-12-09,12945401760,3346821212
2016-12-10,12981731551,6757028369
2016-12-11,12901819422,5710274376
2016-12-12,13067323718,6522339740
2016-12-13,13056454725,3076793420
2016-12-14,13009703929,1707187280
2016-12-15,13014252919,1497388338
2016-12-16,13115299569,1881888825
2016-12-17,13230756143,1959062074
2016-12-18,13229092206,1594187909
2016-12-19,13253439457,1194980495
2016-12-20,13405479121,1983136394
2016-12-21,13833988750,6241401952
2016-12-22,14354819978,8223408397
2016-12-23,15308103648,6322823417
2016-12-24,14913638784,5525514640
2016-12-25,14955888385,4658714539
2016-12-26,15086335901,5335397718
2016-12-27,15511945118,5131424486
2016-12-28,16298321525,5488739892
2016-12-29,16229075603,4250273538
2016-12-30,16056011975,4945408745
2016-12-31,16152312825,3804828399
2017-01-01,16660375386,3899508352
2017-01-02,17005502277,5040460865
2017-01-03,17280944350,4929584259
2017-01-04,18850062088,9366255555
2017-01-05,16548320390,12784008926
2017-01-06,14966680187,11127268320
2017-01-07,15074065748,7885910440
2017-01-08,15205408066,5131266127
2017-01-09,15116297817,4511250349
2017-01-10,15213696331,3739796073
2017-01-11,13202146610,5926167032
2017-01-12,13465098292,3763623052
2017-01-13,13875927770,2105607454
2017-01-14,13780190587,1364553636
2017-01-15,13842659739,973565955.5
2017-01-16,13958703875,845895354
2017-01-17,15191600553,1346809736
2017-01-18,14699258371,1177734837
2017-01-19,15089438303,900336362.2
2017-01-20,14991101864,633709350.8
2017-01-21,15449404571,701788106.5
2017-01-22,15434235816,848250397.3
2017-01-23,15437254354,478405042
2017-01-24,14883808969,389227718
2017-01-25,15010247454,392653519
2017-01-26,15381845770,64933523.92
2017-01-27,15426394080,54486077.38
2017-01-28,15460846520,25247154.84
2017-01-29,15366482916,23335528.18
2017-01-30,15494598055,38755446.42
2017-01-31,16259658685,113026648.5
2017-02-01,16563661261,100396032.2
2017-02-02,16922340237,98244032.9
2017-02-03,17040357528,145378594.8
2017-02-04,17339422581,105912087.1
2017-02-05,17063146837,80435953.71
2017-02-06,17184159924,78210081.62
2017-02-07,17627030742,95638451.18
2017-02-08,17685339169,170534351.3
2017-02-09,16478149478,349427170.3
2017-02-10,16654586605,161700197.9
2017-02-11,16967137027,64290705.33
2017-02-12,16791232496,39116000.45
2017-02-13,16721212571,80261515.57
2017-02-14,16961114476,83970475.08
2017-02-15,16947715881,43752026.83
2017-02-16,17370422127,72796711.06
2017-02-17,17719119683,98948697.39
2017-02-18,17741562277,61666046.05
2017-02-19,17684296331,44743977.35
2017-02-20,18136403041,61635204.27
2017-02-21,18831946797,163920107.5
2017-02-22,18808248195,104904263.2
2017-02-23,19843649959,139447260.5
2017-02-24,19784074299,317378459.1
2017-02-25,19273822890,127517267.4
2017-02-26,19794701168,94600154.15
2017-02-27,19994921648,93282719.66
2017-02-28,19977060966,152433152.6
2017-03-01,20647612370,138692748.9
2017-03-02,21246103879,241268886.3
2017-03-03,21730913870,189082294.2
2017-03-04,21370811841,135995514.8
2017-03-05,21481796720,73999149.95
2017-03-06,21588803303,78906356.49
2017-03-07,20832843343,227202551.4
2017-03-08,19436727991,260686114
2017-03-09,20179605339,169928347.1
2017-03-10,18676052259,446022447.1
2017-03-11,20171468196,221810279
2017-03-12,21015461415,149661815.3
2017-03-13,21244647526,181798980.8
2017-03-14,21383286848,122026785.1
2017-03-15,21661251177,131677209.1
2017-03-16,20910100876,195072288
2017-03-17,18603488207,328623425.7
2017-03-18,16943732198,415872529.5
2017-03-19,17943702463,221163260.7
2017-03-20,18115111313,124943445.4
2017-03-21,19313809788,184431546.1
2017-03-22,18184093506,233458926.4
2017-03-23,18105803505,107863668.3
2017-03-24,16692187015,217266920.7
2017-03-25,17034996835,226408162.6
2017-03-26,16865623697,167377223.1
2017-03-27,18223181825,182961279
2017-03-28,18317805495,153422420.4
2017-03-29,18207650805,138600240.7
2017-03-30,18376619687,272313398.9
2017-03-31,19343935829,298322724.5
2017-04-01,19504819620,170751056.4
2017-04-02,2078417630,383822894.6
2017-04-03,20769340302,408834998.3
2017-04-04,21001089893,292489385.9
2017-04-05,21038148957,309459212.4
2017-04-06,21821982595,340082640.4
2017-04-07,21865378345,207960903.8
2017-04-08,21771147486,108981175
2017-04-09,21826463969,98474480.06
2017-04-10,22067395632,153679476.9
2017-04-11,22302009731,140881751.6
2017-04-12,22363987970,244219617.5
2017-04-13,21644457878,221418752.7
2017-04-14,21799765177,164064263.1
2017-04-15,21814420498,113195255.1
2017-04-16,21906186754,74881625.9
2017-04-17,22236941084,184823340.2
2017-04-18,22380105010,179223379.9
2017-04-19,22361675916,140870770.5
2017-04-20,22870074923,195698206.2
2017-04-21,23056728750,211231869.8
2017-04-22,23020194443,232977440.9
2017-04-23,23037628403,262175007
2017-04-24,23088043832,177824039.6
2017-04-25,23343052760,217506904.5
2017-04-26,23768100793,256884201.3
2017-04-27,24597533175,275810282.6
2017-04-28,24839551366,320576830.4
2017-04-29,25569240210,322561431.5
2017-04-30,25754435157,224962960
2017-05-01,26698824208,409854060.4
2017-05-02,27281412544,298628334.1
2017-05-03,28564525928,595014106.5
2017-05-04,29679511634,844383571.9
2017-05-05,30499865380,1067083486
2017-05-06,31837026948,562604153
2017-05-07,33750572338,1015676790
2017-05-08,37374470320,1147053688
2017-05-09,36770728486,1072359438
2017-05-10,38680560418,1041058485
2017-05-11,39471147509,784722459.1
2017-05-12,38534482982,605349763.7
2017-05-13,39672177802,576061076.7
2017-05-14,40245409390,331605922.8
2017-05-15,40531040346,709849740.9
2017-05-16,43784721619,1023139956
2017-05-17,47909818901,1143679497
2017-05-18,47956070785,793713396.2
2017-05-19,48646442220,754062588.3
2017-05-20,50368397073,735987522.2
2017-05-21,50227780785,779369384.9
2017-05-22,50171231375,1273374293
2017-05-23,54383116145,984431354.8
2017-05-24,56038412682,1209623175
2017-05-25,51931122133,1620629949
2017-05-26,50596004076,1306996758
2017-05-27,45156409750,1317372327
2017-05-28,48287771034,775086292
2017-05-29,49561823165,559576817.8
2017-05-30,46484398598,608158034.8
2017-05-31,51001720577,791262425.6
2017-06-01,56472582878,1400118327
2017-06-02,56951806786,909568050.1
2017-06-03,56988369465,891125714.8
2017-06-04,57542938624,697851651.9
2017-06-05,60463223392,758130115.1
2017-06-06,63441968585,1738401897
2017-06-07,59884915477,1138351913
2017-06-08,62227209435,997358088.3
2017-06-09,61912604561,756314301.3
2017-06-10,62718897815,766203621.5
2017-06-11,64935964262,880718200.8
2017-06-12,58531356975,1237201253
2017-06-13,59885610147,727825843.2
2017-06-14,56103968569,1241972318
2017-06-15,54332198640,1260599799
2017-06-16,55987818457,803255612
2017-06-17,59844764817,1603458794
2017-06-18,58695545811,1209265200
2017-06-19,59948414373,1274505817
2017-06-20,63727817253,1707191851
2017-06-21,61320599017,1202357364
2017-06-22,61786465901,740516416.3
2017-06-23,62890407663,531200131.2
2017-06-24,60246602290,800828165.9
2017-06-25,59359522974,689792979
2017-06-26,56190626282,1154166895
2017-06-27,56882682548,1011615553
2017-06-28,58130174051,726213005.8
2017-06-29,57259491402,500060837.2
2017-06-30,55748298384,391796431.9
2017-07-01,54360805189,375266154.9
2017-07-02,56052004844,445026293.8
2017-07-03,57344153545,756822939.5
2017-07-04,58229920780,893963805.8
2017-07-05,58347049497,734866295.7
2017-07-06,58325225672,441894792
2017-07-07,55463097103,643913215.6
2017-07-08,56729694971,651870170.7
2017-07-09,55588296823,405883011.9
2017-07-10,51323844849,727665374.3
2017-07-11,50313735499,961222852.4
2017-07-12,51976420225,701518896.8
2017-07-13,51253896387,629116759.8
2017-07-14,48202023556,609097691.3
2017-07-15,43987678518,794912053.5
2017-07-16,41139951333,970826886.9
2017-07-17,46944723725,1011196361
2017-07-18,49669774596,1269363774
2017-07-19,47904186739,871008124.5
2017-07-20,57519655364,1706748079
2017-07-21,55630860562,1169961928
2017-07-22,58788739224,840321476.3
2017-07-23,57460955690,899739315
2017-07-24,57841947961,564298781.8
2017-07-25,53766682489,1135533167
2017-07-26,52715214650,774436719.3
2017-07-27,55062328257,556198172.3
2017-07-28,56993577092,1464005307
2017-07-29,55967569745,1046732475
2017-07-30,55950370766,492111043.4
2017-07-31,58394032320,644283360.8
2017-08-01,56686777050,1030312958
2017-08-02,55826854472,570254725.8
2017-08-03,57285062262,457008272.2
2017-08-04,58479185752,516009447.1
2017-08-05,65659903129,1382960851
2017-08-06,64583086962,690718940.4
2017-08-07,67364183133,870619781.8
2017-08-08,68999729832,1146154139
2017-08-09,67282722231,927475610.8
2017-08-10,67650042021,591002323.9
2017-08-11,70882863411,831155968.5
2017-08-12,74618182755,1201588932
2017-08-13,77942458465,1875342317
2017-08-14,80492924478,1312746176
2017-08-15,79756860121,2262678842
2017-08-16,81798900235,2040508630
2017-08-17,82234909480,2059171023
2017-08-18,79078005186,1899533986
2017-08-19,79653691561,2072124393
2017-08-20,78176819331,843834993.1
2017-08-21,78334705511,1336860779
2017-08-22,81402701178,3066197714
2017-08-23,83077180393,2970197712
2017-08-24,83586729074,2339504814
2017-08-25,84173984848,1363792048
2017-08-26,83398987412,947457158.9
2017-08-27,83189942418,1191738112
2017-08-28,85735995609,1616651786
2017-08-29,88501270239,1394730097
2017-08-30,91817270769,1073663862
2017-08-31,95918225651,1569833930
2017-09-01,99444755129,2332752957
2017-09-02,92469890210,2710617206
2017-09-03,94083159015,1680106223
2017-09-04,86867398959,2422497306
2017-09-05,89907485757,2525914159
2017-09-06,93331857626,1745088774
2017-09-07,92980604516,1105621555
2017-09-08,87000214178,2130591992
2017-09-09,86076983629,1087387645
2017-09-10,83989503247,1425346736
2017-09-11,84797190328,1188546821
2017-09-12,83906553062,1583836086
2017-09-13,79114574897,2114824569
2017-09-14,62868626042,2758556180
2017-09-15,72501051677,5015635596
2017-09-16,72758100743,1995417651
2017-09-17,71931493286,1154304654
2017-09-18,80553019820,1777235944
2017-09-19,78238275293,1291215171
2017-09-20,77583192706,927995580.3
2017-09-21,72915376427,1315619164
2017-09-22,73124367191,1094282614
2017-09-23,75825233821,796312315.9
2017-09-24,73959157128,631099890.5
2017-09-25,77774115004,1082578289
2017-09-26,77770804194,821391580.8
2017-09-27,83417015711,1444629946
2017-09-28,83017075044,1208047067
2017-09-29,82686044027,1113594396
2017-09-30,85760558080,922194748.1
2017-10-01,86722310791,862312809.8
2017-10-02,87139056816,962493962.6
2017-10-03,85896555397,926989406
2017-10-04,84842896423,805912809.6
2017-10-05,86740221076,1217173800
2017-10-06,87730568982,887644609.4
2017-10-07,88960738991,675793407.1
2017-10-08,93003885166,1445878315
2017-10-09,94748767858,1954245976
2017-10-10,95527837527,1646014382
2017-10-11,96492530900,1090960349
2017-10-12,104965943092,2673001707
2017-10-13,110100781758,3974609819
2017-10-14,111520683847,2833306676
2017-10-15,111946545300,2391983839
2017-10-16,112531525873,2533595220
2017-10-17,109936270695,1867350637
2017-10-18,108645942927,2814133026
2017-10-19,110031866872,1743393135
2017-10-20,113991194639,2230216718
2017-10-21,115387178657,2096847612
2017-10-22,114393726274,2055415173
2017-10-23,113533131795,2381661201
2017-10-24,107288225834,2769831868
2017-10-25,109769429006,1867655707
2017-10-26,112588324709,1682781577
2017-10-27,110703314389,1474032739
2017-10-28,109828734121,1024463837
2017-10-29,116563760592,2230248213
2017-10-30,116249347853,1502938718
2017-10-31,120359186228,1987110926
2017-11-01,125626059974,2304295520
